,rt,old or new,accuracy,test item,condition,trials,block,node type,participant,resp_old,response,node_type,participant_id
214,0.8605996575206518,old,1.0,stimuli/243.png,unstructured,34,1,boundary,24069.0,1,1,boundary,24069.0
215,0.6661247429437935,old,1.0,stimuli/143.png,unstructured,35,1,nonboundary,24069.0,1,1,nonboundary,24069.0
216,0.5875715762376785,old,1.0,stimuli/153.png,unstructured,36,1,nonboundary,24069.0,1,1,nonboundary,24069.0
217,0.7097494937479496,new,1.0,stimuli/39.png,unstructured,37,1,new,24069.0,0,-1,new,24069.0
218,0.686912031378597,old,1.0,stimuli/252.png,unstructured,38,1,boundary,24069.0,1,1,boundary,24069.0
219,0.8493970520794392,new,0.0,stimuli/208.png,unstructured,39,1,new,24069.0,1,1,new,24069.0
220,0.595875202678144,new,1.0,stimuli/138.png,unstructured,40,1,new,24069.0,0,-1,new,24069.0
221,0.7088004732504487,old,1.0,stimuli/227.png,unstructured,41,1,nonboundary,24069.0,1,1,nonboundary,24069.0
222,0.6525474735535681,old,1.0,stimuli/246.png,unstructured,42,1,nonboundary,24069.0,1,1,nonboundary,24069.0
223,1.6177319497801363,old,1.0,stimuli/27.png,unstructured,43,1,nonboundary,24069.0,1,1,nonboundary,24069.0
224,0.8889314159750938,new,1.0,stimuli/164.png,unstructured,44,1,new,24069.0,0,-1,new,24069.0
225,1.0211332100443542,old,1.0,stimuli/221.png,unstructured,45,1,boundary,24069.0,1,1,boundary,24069.0
226,0.8113103667274117,old,1.0,stimuli/253.png,unstructured,46,1,nonboundary,24069.0,1,1,nonboundary,24069.0
227,1.0538345677778125,new,1.0,stimuli/89.png,unstructured,47,1,new,24069.0,0,-1,new,24069.0
228,0.6983844921924174,old,1.0,stimuli/219.png,unstructured,48,1,boundary,24069.0,1,1,boundary,24069.0
229,0.7905028536915779,new,1.0,stimuli/96.png,unstructured,49,1,new,24069.0,0,-1,new,24069.0
230,1.7943270076066256,new,1.0,stimuli/198.png,unstructured,50,1,new,24069.0,0,-1,new,24069.0
231,0.757876053918153,new,1.0,stimuli/154.png,unstructured,51,1,new,24069.0,0,-1,new,24069.0
